注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-01055, 東京 ,ヤマト,157km,2.6,SUNNY,5, 2.2h ,2,"21,325",112件,16.0年,1回, 通常期 ,住宅, 午前 ,通常
ORD-09404,HOKKAIDO,佐川,169km,3.9,雨天,90,1.4h,1,"1,243",71件,4.0年,0,通常期,住宅, 午前 ,通常
ORD-12156,北海道 ,Sagawa,487km,2.6kg, 晴れ ,62,4.1h,3,"4,229",89, 10.1年 ,2回,NORMAL,HOME,MORNING,通常
ORD-19897,名古屋,Japan Post,不明,3.2kg,RAIN,51,2.1,5,"1,101",120,11.2,0回,通常期,住宅, 午前 ,通常
ORD-01368,OSAKA,佐川急便,328,1.2,晴れ,59,2.4,0,"2,067",66,1.9年,0,通常期, 住宅 , 夜間 ,通常
ORD-04501,FUKUOKA, 佐川急便 ,363km,1.5kg,SNOW,150,3.2,0,"18,526円",61,2.4, 0回 ,PEAK, 住宅 ,午前,遅延注意
ORD-27272,福岡,佐川急便,283km,5.6kg,SNOW,35,2.1,2,"1,561",108件,2.4,0回,NORMAL, 会社 ,AFTERNOON,遅延注意
ORD-27936,沖縄,Yamato,908,2.8,晴れ,38,1.5,1,"3,235円",188件,4.8, 0回 ,NORMAL,HOME,MORNING,遅延注意
ORD-03222,AICHI,ヤマト運輸,268km,2.0,SUNNY,29,5.7h,1,"10,026円",85,5.7,0回,PEAK,HOME,MORNING,通常
ORD-18843,MIYAGI, 佐川急便 ,269km,1.8kg,晴れ,39,1.1,0,"2,909",121,0.1年,0, 通常期 , 会社 ,AFTERNOON,通常
ORD-06843,東京都,佐川,69km,5.7kg,晴れ,47,2.8h,0,"4,315",152件,,0回, 通常期 ,HOME,AFTERNOON,通常
ORD-13535,福岡県,Japan Post,441,4.3,SUNNY, 65 , 3.9h ,6,"3,250", 43件 ,2.7,0回,NORMAL, 住宅 ,午前,通常
ORD-27767,福岡県, 佐川急便 ,721,2.1,雨, 61 ,5.1h,0,"2,448",132件,5.6年,3, 通常期 ,HOME, 午後 ,遅延注意
ORD-06810,HOKKAIDO,Yamato,525km,4.3kg,晴れ,56,2.3h,1,"12,337円",,2.0, 0回 ,NORMAL,住宅,NIGHT,遅延注意
ORD-06234,愛知県,佐川,411,1.4,晴れ,23,1.2h, 1 ,不明, 112件 ,7.4年,0, 通常期 , 住宅 ,AFTERNOON,通常
ORD-22259, 大阪 ,佐川急便,517km,2.2kg,SUNNY,54,3.7h,3,, 114件 ,2.7年,0回, 繁忙期 , 住宅 , 午前 ,遅延注意
ORD-20284,HIROSHIMA,Japan Post,545km,2.8,SUNNY,16,3.8,0,"2,954",126件,2.6,0回,通常期,HOME,MORNING,通常
ORD-03740,OKINAWA, 日本郵便 ,不明,4.6,SUNNY, 60 ,6.3h,0,不明,121件, 1.3年 ,0回,NORMAL,住宅,午後,遅延注意
ORD-03456,宮城県, ヤマト運輸 ,225km,1.3kg,SUNNY,53,1.8h,0,"4,437円", 90件 ,1.6年,0,PEAK, 住宅 ,AFTERNOON,通常
ORD-14663,東京都,佐川急便,,4.2kg,SUNNY,52,1.0h,0,"8,336円",73件, 6.8年 ,0, 通常期 ,OFFICE,MORNING,通常
ORD-26108,TOKYO,日本郵便,373km,9.3kg,雨天,49,6.2h,0,"1,220円",100件,0.5年, 0回 ,通常期,住宅,MORNING,遅延注意
ORD-02725,OSAKA, 日本郵便 ,462,4.6kg,SNOW,48,2.3h, 1 ,"2,894",68,7.5,1回,繁忙期,HOME,午後,遅延注意
ORD-04932,宮城県, 佐川急便 ,239km,3.2,雨,100,2.4,1,"5,775円",69,0.5年, 0回 ,NORMAL,住宅, 夜間 ,遅延注意
ORD-26166,広島,ヤマト, 407km , 8.5kg , 晴れ ,43,5.5,2," 4,050円 ",113件,1.4年,1,通常期, 住宅 ,夜間,通常
ORD-21700,広島県,日本郵便,580,3.8,晴れ,35,2.0,1," 2,920円 ", 114件 ,6.3,1回,PEAK, 住宅 ,夜間,遅延注意
ORD-08198,愛知県, 佐川急便 ,346km,1.7,晴れ, 35 ,2.5h,4,"6,234", 108件 ,4.0年,4, 通常期 ,会社, 午前 ,遅延注意
ORD-00968,MIYAGI, 佐川急便 ,411km,1.3,雨,74,4.6h,1," 5,000円 ",115,不明,1, 通常期 ,住宅,AFTERNOON,遅延注意
ORD-29007,福岡, 日本郵便 ,340km, 7.5kg ,晴れ,31,4.9,0,"15,077", 111件 ,1.3,0,PEAK, 住宅 , 午後 ,通常
ORD-03002,東京都, ヤマト運輸 ,425,1.9kg,晴れ,43,1.2h,4,"2,854円",66,4.8,0,NORMAL, 会社 ,午前,通常
ORD-04892,宮城県, 佐川急便 ,355,2.1,雪 ,34,2.6h,0,"11,396円",128件,0.3,3回,通常期,OFFICE,MORNING,遅延注意
ORD-20482,福岡,佐川,399,2.2kg,RAIN,4,5.4,0,"3,899円",163,9.4年,0,NORMAL, 会社 ,午前,通常
ORD-14786,MIYAGI, 佐川急便 ,227km, 2.8kg ,RAIN, 55 ,8.0,0,724,79件,,1回,NORMAL,住宅,MORNING,遅延注意
ORD-17526,AICHI, 日本郵便 ,480km,3.0,SUNNY,44,1.6, 1 ,"27,600",149,6.0年,0,繁忙期,住宅,AFTERNOON,通常
ORD-10958, 東京 ,佐川急便,5,3.2kg,RAIN, 55 ,6.2h,1,,26件,1.0年,0,通常期, 住宅 ,AFTERNOON,通常
ORD-12753,仙台, ヤマト運輸 ,481km,5.3kg, 晴れ ,21,6.4h,1,"2,886円",89件,6.4年,0, 繁忙期 ,会社,午後,通常
ORD-23366,TOKYO,Sagawa,125km,13.6kg,晴れ,25,6.9,,"4,914",,1.5,0回,NORMAL,住宅, 夜間 ,通常
ORD-12398,広島県,日本郵便,434,4.5, 晴れ ,39,11.9, 1 ,"8,221",79件,9.5年,0回,PEAK,住宅,MORNING,遅延注意
ORD-25663,名古屋,ヤマト,546km,1.3kg,RAIN,84,3.2h, 1 ," 6,333円 ",51,3.1年,0, 繁忙期 , 会社 ,午後,遅延注意
ORD-18222,福岡県,Yamato,489km,3.3kg,雨天,52,1.5h,0,"8,690円",121,4.5年,0,NORMAL, 住宅 ,NIGHT,通常
ORD-03151,FUKUOKA, 日本郵便 ,210km,5.0,SUNNY,39,3.8,1,"1,965", 122件 ,1.7年,1, 通常期 ,会社, 午後 ,通常
ORD-04540,HIROSHIMA,日本郵便,313km,0.5,SNOW,92,7.4,0,"5,515",101件,1.3年,2, 通常期 , 住宅 , 午前 ,遅延危険
ORD-27473,HOKKAIDO, 佐川急便 ,300, 0.9kg ,RAIN,84,3.0h,0,510,109件,3.7,0,通常期,住宅,午前,通常
ORD-23317,福岡県,Yamato,341,2.1,晴れ,32, 2.3h ,3,"10,411円",25件,0.3年,1回,NORMAL,住宅,AFTERNOON,通常
ORD-06371,HIROSHIMA, ヤマト運輸 ,465km, 4.8kg , 晴れ ,68,2.6h,0,"2,865",119,0.6, 0回 ,通常期,住宅,MORNING,通常
ORD-14192,AICHI, 佐川急便 ,109km,7.8kg, 晴れ ,52, 6.2h ,0,"6,607円",84,5.3年,0回, 通常期 ,OFFICE,午後,通常
ORD-22263,宮城県,ヤマト,376km,3.3kg,雪 ,58,6.8,0,"1,466",131件,16.9年,1回,通常期,住宅,午前,遅延注意
ORD-11021,福岡,佐川,498km,,晴れ, 57 ,3.9,0,"1,558円",95,14.2年,0回,NORMAL,HOME,午後,通常
ORD-28750,AICHI,佐川急便,294km,2.3kg,雨天,91,1.5h,3,"3,340円",73件,0.7年,0回,NORMAL,HOME,午後,遅延注意
ORD-02783,AICHI,Sagawa,,1.0,SUNNY,34,6.2,0,"2,881円",148件,0.3,0回, 通常期 ,住宅, 夜間 ,通常
ORD-06699, 大阪 ,Japan Post, 308km ,2.1,雪 ,48,2.4h,0,"3,976円",116,7.7,0, 通常期 ,住宅, 午前 ,通常
ORD-09297,OKINAWA,Sagawa,619km,3.3,晴れ,59,2.3h,0,"8,765",105件,5.0,0, 通常期 ,HOME,午前,遅延注意
ORD-13377, 東京 , ヤマト運輸 , 289km ,2.4,雨, 83 ,3.7,1," 8,799円 ",146件,4.3年,3回,PEAK,住宅,AFTERNOON,遅延危険
ORD-25107,東京都,ヤマト運輸,76,3.1kg, 晴れ , 96 ,1.5h,0,"6,388",186件,5.7,,NORMAL,HOME,AFTERNOON,遅延注意
ORD-22994,沖縄県,郵便,575,2.3,雪,29,3.8h,0,"59,281円",154,4.4年,0回,NORMAL,HOME,MORNING,遅延注意
ORD-14086, 大阪 , 日本郵便 ,366,6.0kg, 晴れ ,27,1.0,0,"1,266",158,3.2年,0,通常期,会社,午前,通常
ORD-24208,HIROSHIMA, 佐川急便 , 567km ,4.1kg,RAIN,45,2.8h, 0 ,"5,171",97件, 6.5年 ,,NORMAL,HOME,AFTERNOON,通常
ORD-05679,広島,ヤマト, 249km ,3.8kg,SUNNY,32,2.0,1,"6,349円",155件,9.0,0回,通常期,OFFICE,午後,通常
ORD-27726,大阪府, 佐川急便 ,182km,2.2kg,SNOW,29,2.0h,2,"6,928",,0.7,0回,NORMAL, 住宅 ,MORNING,通常
ORD-24901,北海道, 佐川急便 ,399km, 2.1kg ,雨天,76,1.9h,0,"11,574",124,5.6,0回,繁忙期, 会社 , 午後 ,通常
ORD-01620,愛知県,郵便,167km,4.3kg,晴れ,67, 2.4h ,1,"3,075円", 72件 ,3.5年,1回, 通常期 ,住宅,午前,通常
ORD-04477,福岡,Yamato,469km,3.2,晴れ,26,,0," 8,515円 ",103,0.6,1,NORMAL, 住宅 , 午後 ,通常
ORD-23511, 東京 ,Yamato,255km,0.8,雪,34,,0,"2,452",81,0.4年,0, 通常期 ,会社,午前,通常
ORD-06372,北海道, 佐川急便 ,682km,4.3,雨天,46,5.9h,2,"18,870",70, 2.0年 ,1,通常期, 住宅 ,AFTERNOON,遅延注意
ORD-06809,名古屋,佐川,462,3.5, 晴れ ,不明,3.1,1,"9,024円",13,8.7年, 1回 ,通常期, 住宅 ,NIGHT,遅延注意
ORD-20724,広島県,日本郵便,313km, 2.2kg ,雨天, 62 ,2.5h,0,"7,503円",128,1.0,0,NORMAL, 住宅 , 午後 ,通常
ORD-20316,宮城県,Japan Post,218km,3.6kg,SUNNY,54,4.6,0,"1,869円",72件,1.9年,0回,繁忙期, 住宅 , 夜間 ,通常
ORD-19767, 東京 ,Sagawa,250km,3.3, 晴れ ,45, 3.6h ,1,"11,169円",111件,9.9,0回, 通常期 , 住宅 ,MORNING,通常
ORD-19011,福岡, 日本郵便 ,482km,,雪,54, 1.4h ,1,"6,305円",114, 8.6年 ,0回,NORMAL, 住宅 ,午後,通常
ORD-10007,FUKUOKA,日本郵便,101km,4.3,雨,32,3.5h,2,,139,9.3,, 通常期 , 住宅 , 午後 ,通常
ORD-07864,東京,日本郵便, 218km ,3.4kg,晴れ,100,1.6h,0," 3,648円 ", 107件 ,4.5年,0,通常期, 住宅 , 午後 ,通常
ORD-00132,大阪府,Sagawa,319,3.5,RAIN, 41 ,4.9,0,"10,740",125,0.3,2, 繁忙期 ,住宅, 午前 ,遅延注意
ORD-25033,AICHI,Sagawa,280,5.4kg,雪,86,1.6,0," 1,772円 ",83件,0.8年,1, 通常期 ,OFFICE,午後,遅延注意
ORD-03031,HIROSHIMA,郵便,5km,7.2,雨天,58,300h, 0 ,"3,819",143件, 1.2年 ,0回,PEAK,HOME,午後,通常
ORD-19741,北海道 ,Japan Post,747km, 3.1kg , 晴れ ,38,2.4,1,"7,777円",150, 6.2年 ,0, 通常期 ,OFFICE,午後,通常
ORD-05118,AICHI,Yamato,187,10.3,晴れ,83,1.6h,2,"6,615円",99,0.9, 0回 ,通常期,住宅, 午後 ,通常
ORD-23486,MIYAGI,ヤマト運輸,-50km,1.6,晴れ,21,4.8h,2,"2,723円",152,6.1,0回,繁忙期,住宅,MORNING,通常
ORD-05490,FUKUOKA,Yamato,481km,2.9kg,晴れ,85,3.2,1,"1,590円",125,0.1年,0, 繁忙期 ,住宅,MORNING,遅延注意
ORD-17256,名古屋,佐川,271km, 6.6kg ,雨,50,3.0h, 0 ,"3,735",102件, 8.4年 ,0,NORMAL, 住宅 ,MORNING,通常
ORD-04350,北海道,ヤマト運輸,234,1.9kg,RAIN, 49 ,3.2,1,"2,157", 38件 ,5.5,2回, 通常期 , 会社 ,MORNING,通常
ORD-26385,OSAKA,Japan Post,354, 0.4kg ,晴れ,73,3.9h,1,"4,226",35,2.0年,0,PEAK,HOME,AFTERNOON,通常
ORD-22519,福岡県,日本郵便,66, 1.8kg , 晴れ ,0,3.6,4,"12,812円",48件,10.2年, 0回 , 通常期 ,会社,MORNING,通常
ORD-25466,北海道, 佐川急便 ,178km,7.5,SUNNY,74,2.1,1,"3,917円",108, 5.6年 ,0, 通常期 , 住宅 , 午前 ,通常
ORD-16780,広島県,Japan Post,356,不明,雨,100,6.6h,2,"10,602",85,5.4,0回,繁忙期,住宅, 午後 ,遅延危険
ORD-00836,沖縄,佐川急便,615,1.0,雨天,50, 3.9h , 0 ,500円,115件,15.0,1回, 通常期 , 会社 ,MORNING,　遅延注意
ORD-14776,HOKKAIDO,Yamato,373km,1.6kg,SUNNY,64,1.3,0,"4,383円",37,8.8,0,NORMAL, 会社 ,午後,通常
ORD-00740,HIROSHIMA,郵便,468,1.3kg,雪,38,3.4h, 0 ,"2,626円",103, 2.0年 ,0, 通常期 ,HOME,午後,遅延注意
ORD-19270,宮城県,Yamato,284km,3.3,SUNNY,47,1.1h,2,"4,549円",99,3.8,1回,通常期, 住宅 , 午前 ,通常
ORD-20219,AICHI,佐川,151,不明,雪,32,5.2h,1,"5,366円",74, 5.0年 ,0, 繁忙期 ,OFFICE,AFTERNOON,遅延注意
ORD-08848,北海道 ,佐川,不明,7.7kg,晴れ,37,1.8,1,"2,206",197件,10.3,1,繁忙期,住宅,AFTERNOON,通常
ORD-23400,北海道 ,Japan Post,517,2.5,RAIN,66,1.1h,1,"14,688",103件,,0回, 繁忙期 ,住宅,午後,遅延注意
ORD-14997,FUKUOKA,ヤマト,295, 1.0kg ,雨天,63,3.3,0,"3,189円",138件,10.0年,0回,NORMAL, 住宅 ,MORNING,通常
ORD-29678,北海道, 佐川急便 , 506km ,2.0kg, 晴れ ,51,4.1,0,"13,430円",100件,8.2年,1回, 通常期 , 会社 ,午前,遅延注意
ORD-07937,宮城県,佐川急便,195km,1.3,RAIN,62,2.8h,0,"9,397",131件, 1.6年 ,1回, 通常期 ,HOME,夜間,通常
ORD-12838,FUKUOKA,ヤマト,235,1.2kg,雪,61,0.4, 0 ,"7,149",108件,2.6年,0回,通常期,HOME, 午前 ,遅延注意
ORD-23374,HIROSHIMA,Yamato,379,4.5kg,SNOW,45,3.0h,4,"8,798",32件,1.7年,0, 通常期 ,住宅,AFTERNOON,遅延注意
ORD-26316,広島,ヤマト運輸,331km,1.0kg,RAIN,100,2.3,0,"1,744",26件,0.6,0,繁忙期, 住宅 ,午後,遅延危険
ORD-02941,HOKKAIDO, 佐川急便 ,309,6.5,RAIN, 57 , 2.9h ,6,"2,168円",86,6.9年,0回,NORMAL, 会社 , 午前 ,遅延注意
ORD-25145,沖縄県, 佐川急便 ,228,2.0,RAIN,27, 2.2h ,1,"2,969",84件,1.0,1回,通常期,会社, 午前 ,通常
ORD-27125,福岡県,佐川,385,1.6,雨天,39,4.4h,0," 3,259円 ",93件,1.2年,0回,NORMAL,住宅,AFTERNOON,通常
ORD-28615,東京,日本郵便,345,2.9,雨,0,2.4h,0,,145, 0.3年 ,0, 繁忙期 ,HOME, 午前 ,通常
ORD-15679,広島県,郵便,334,4.2kg,晴れ,64,1.8h,,"2,983",135件,4.0年,0回, 通常期 ,HOME, 午後 ,通常
ORD-05979,MIYAGI,Sagawa,398,1.6,雨, 8 ,,0,"1,429円",120件,2.9,0, 通常期 ,会社, 夜間 ,通常
ORD-27051,HOKKAIDO,Sagawa,255km,, 晴れ ,49, 1.0h ,2,"2,125",108件,0.5, 0回 ,NORMAL, 住宅 , 午後 ,通常
ORD-18246,福岡県,Japan Post,605km,3.0kg,晴れ, 0 ,8.8,1,"26,171円",94件,5.9,0,通常期, 住宅 ,午前,通常
ORD-17783,OKINAWA, 日本郵便 ,244,3.8,SUNNY,16, 3.0h ,3,"4,476",142件,8.6,0, 繁忙期 ,住宅,AFTERNOON,通常
ORD-20348,FUKUOKA, 佐川急便 , 503km ,2.8,SNOW,64,2.0,2,"3,505",126,9.1年,,NORMAL, 住宅 , 午後 ,遅延注意
ORD-10682,沖縄県,Yamato,709km,2.1kg, 晴れ ,61,2.1h,0,"3,117",99件,1.4,0回,通常期,住宅,AFTERNOON,遅延注意
ORD-24973,広島県,佐川,436km,3.8kg,雨天,0,2.3h,1,"7,358",164,5.7,0回, 繁忙期 ,住宅,夜間,通常
ORD-06172, 大阪 ,佐川急便,5,4.9, 晴れ ,47,7.8,1,"8,678円",61, 3.2年 ,0,通常期,住宅,午後,通常
ORD-28098,HOKKAIDO,日本郵便, 216km ,6.1,SNOW,49,2.0h,1,"10,273円",107,0.9年,1回, 通常期 ,HOME,MORNING,遅延注意
ORD-11478,仙台,ヤマト運輸,不明,4.0kg,晴れ,34,6.0, 0 ,"11,108",150,16.4年, 0回 ,繁忙期,HOME,午後,通常
ORD-01402,AICHI,ヤマト運輸,390km,3.7,雨,43,3.2,,"12,615",146,2.6年,0回,通常期, 住宅 ,午前,遅延注意
ORD-03382,FUKUOKA,日本郵便,332,4.1kg,晴れ,85,2.2h,0,"4,668円",88件,1.4年,不明,通常期,HOME,午前,　通常
ORD-24936,北海道 ,日本郵便, 364km ,3.3,SUNNY,57,4.1h, 0 ,"4,265円",49,1.3,0回,NORMAL, 住宅 ,MORNING,通常
ORD-01786,宮城県, ヤマト運輸 ,627km,,晴れ,37,3.4,4,746円,163,1.7, 0回 ,NORMAL,住宅,夜間,遅延注意
ORD-22997,福岡県, 日本郵便 , 454km ,5.3,晴れ,13,4.5h,4,"6,640円",58,0.6,0, 通常期 , 住宅 ,午後,通常
ORD-28100,仙台, 佐川急便 ,254,4.3kg,SUNNY,47,3.2,1,"10,824円",77,6.6,0回,通常期, 住宅 ,夜間,通常
ORD-29404,愛知県,ヤマト運輸,450,12.1kg,SUNNY, 75 ,2.5, 0 ,"6,477",150,9.7年,0,通常期, 会社 , 午前 ,通常
ORD-24377,愛知県,佐川,183,11.4,SNOW,69,6.0, 0 ,"5,139円",130件,3.7,0回,NORMAL, 会社 , 午後 ,遅延注意
ORD-10939, 東京 ,郵便,5km,,雨, 53 ,7.9h,0,"3,437",124件,6.9年,0回, 通常期 ,OFFICE, 午前 ,通常
ORD-24673,MIYAGI,ヤマト,368,3.0, 晴れ ,31,6.3,4,"8,859",128件,19.3年,1,繁忙期, 会社 ,AFTERNOON,遅延注意
ORD-12052,宮城県,郵便,211,2.9,雨天,91,1.3h,0,"11,355",165,1.0,0,NORMAL,会社,夜間,通常
ORD-10908, 大阪 , 日本郵便 ,349,1.2kg, 晴れ ,75,1.4,0," 3,922円 ",134,9.0,0,通常期,HOME,MORNING,通常
ORD-21668,OKINAWA,Japan Post,450,5.9kg,雨,41,2.5,2,"2,356円",102件,7.0,0回,PEAK,OFFICE, 午後 ,遅延注意 
ORD-03187,HOKKAIDO, 佐川急便 ,492km,2.5,晴れ,58,2.3h,1,"3,751円", 81件 ,12.3,0,繁忙期, 住宅 , 午後 ,通常
ORD-07435,仙台,郵便,245km,15.8,RAIN,53,2.5,0,,,3.9,1,PEAK,住宅,夜間,遅延注意
ORD-02742,HIROSHIMA,郵便,-50km,1.8,雨天,40,7.4h,0,"7,355円",143, 8.9年 ,0回, 繁忙期 ,住宅,午後,遅延注意
ORD-03843,仙台,Sagawa,351, 6.9kg ,SUNNY,62,2.3, 1 ,"1,177円",74,4.0,0回,NORMAL,HOME, 午後 ,通常
ORD-27124,HIROSHIMA,佐川急便,565,7.2,晴れ,88,3.3h,1,"2,566",不明,3.0年,0回, 通常期 ,HOME,午前,通常
ORD-02844,MIYAGI, 日本郵便 ,584,0.5,SUNNY,27,4.3, 3 ,99999999円,86, 2.6年 ,0回, 通常期 ,住宅, 午後 ,通常
ORD-22559,OKINAWA,郵便,,4.7,晴れ,32,4.4h,0,"5,358円",91件,1.4年,2, 通常期 ,OFFICE,AFTERNOON,通常
ORD-10628, 東京 ,Yamato,413km,2.0,雨天,37,3.0h, 1 ,"3,226",63件, 0.9年 ,1回, 繁忙期 ,住宅,NIGHT,遅延注意
ORD-25525,MIYAGI, ヤマト運輸 ,596, 5.1kg ,SUNNY,100,1.7, 1 ,"6,704",109件,0.4年,0回, 通常期 ,住宅, 午前 ,遅延注意
ORD-29188,HIROSHIMA,佐川急便,, 5.9kg ,SNOW,不明,不明, 0 ,"4,727",124件,2.3年,0回, 通常期 ,住宅,午後,通常
ORD-15622,北海道,日本郵便,364,4.2,SUNNY,20,6.2,0,"9,334",80件,10.4年,0回, 繁忙期 ,住宅,MORNING,通常
ORD-20671,広島,ヤマト運輸,589,2.9,RAIN,36,3.3h, 0 ," 2,603円 ", 79件 ,5.4年,1回, 通常期 ,HOME,午前,通常
ORD-06919,仙台, ヤマト運輸 ,638,5.3,晴れ,74,1.6,0,"10,058円",173,6.3,不明, 繁忙期 , 会社 ,AFTERNOON,通常
ORD-12321,福岡県,ヤマト運輸,184km,6.0kg,SUNNY,53,1.4,1," 20,613円 ", 153件 ,3.4年,1回,通常期,OFFICE, 夜間 ,通常
ORD-25416,沖縄県,日本郵便,342, 3.0kg , 晴れ ,45,2.6h, 0 ,"4,334",113,17.2,3,NORMAL,OFFICE, 夜間 ,通常
ORD-03929,仙台,Japan Post, 300km ,10.3kg,雨,34,1.9h,5,,165件,0.5年,1,NORMAL,住宅, 午後 ,遅延注意
ORD-13954,北海道,Yamato,302km,9.2kg,雪 ,45,3.6h,0,"7,318",110件,2.3,0, 通常期 ,OFFICE,MORNING,遅延注意
ORD-05120,TOKYO,佐川, 23km ,1.6kg,晴れ,58,2.7,0,"12,072円",113,0.4,0回,通常期, 住宅 ,AFTERNOON,通常
ORD-04036,福岡,Sagawa,451, 1.7kg ,晴れ,44,6.4,0,"9,885",73, 14.0年 ,0回,通常期,HOME,夜間,通常
ORD-20541,北海道,佐川,474,2.0kg,SUNNY,59,6.3,0,"2,173", 88件 ,0.8年,0回, 通常期 ,住宅, 午前 ,通常
ORD-26564,広島,Yamato,301km,,雪 ,60,9.3,1,"2,635",117,2.3, 2回 ,通常期, 住宅 ,午前,遅延危険
ORD-20608,宮城県,ヤマト,432km,7.9,SUNNY,4,6.1,1,"9,980円",69件,0.6年, 0回 , 通常期 ,住宅, 午後 ,通常
ORD-01893,名古屋,佐川,412,7.4,SUNNY,60,4.1h, 1 ,"19,206円",71件,1.2,0,通常期,会社,MORNING,通常
ORD-28602,大阪,Japan Post,,,晴れ,83,1.1h,0,,119,0.3,0回,通常期, 住宅 , 午後 ,通常
ORD-21686,福岡県, ヤマト運輸 ,215km,2.0,SUNNY,56,4.9,4,"17,127円",46件,0.8年,0回,繁忙期,HOME, 夜間 ,遅延注意
ORD-27600,福岡県,佐川急便,458km,1.4kg,晴れ,69,3.9,0,"2,303円",130件,0.5年,0,通常期, 住宅 ,午後,遅延注意
ORD-02731,TOKYO, 日本郵便 ,188km,1.8, 晴れ ,44,1.9,1,"3,748",107,2.9年,0回, 通常期 , 会社 , 午後 ,通常
ORD-20663, 東京 , 佐川急便 , 130km ,2.6, 晴れ , 11 ,3.4,1,"1,504", 96件 ,1.8,1, 繁忙期 , 会社 ,午後,通常
ORD-08423,沖縄,日本郵便, 345km ,2.2kg, 晴れ ,53,4.6,1,"6,372円",157,0.2年,0回,通常期,住宅,午後,通常
ORD-04727,東京,Yamato,405km,3.1, 晴れ ,40, 3.9h ,0,"4,414円",120,,0,NORMAL,HOME, 夜間 ,通常
ORD-26158,広島,日本郵便,624,7.0kg,RAIN,34,1.8h,1,"3,601円",98件,,0, 通常期 ,HOME,午後,通常 
ORD-29244, 大阪 ,佐川急便,304,2.5,晴れ, 40 ,2.0h,2,"6,479", 103件 ,3.4年,1回, 繁忙期 ,OFFICE, 午前 ,　通常
ORD-26095,東京,郵便,379km,3.0kg, 晴れ ,69,4.0h,0,"3,195",98, 0.7年 ,0回, 通常期 ,OFFICE,午前,遅延注意
ORD-09933,広島,Japan Post,436km,3.6,雪,68,4.4h,0,"1,571",89件,5.6年,0回,繁忙期,住宅, 午後 ,遅延注意
ORD-22269,MIYAGI,Sagawa,764,2.4,雨天,83,2.0,0,"7,727円",189件,1.1年,0,通常期, 住宅 ,AFTERNOON,遅延注意
ORD-18889,AICHI,日本郵便,28,4.6,晴れ,37,1.3,0,"6,401",110件,6.1,0回,通常期, 会社 , 午後 ,通常
ORD-13877,TOKYO,佐川急便,365,1.1kg,雨,17,1.4h,0," 2,845円 ",113,7.1,2, 通常期 , 住宅 ,MORNING,通常
ORD-28097,東京,日本郵便,71,3.2kg,SUNNY,65,3.3h,0,"2,852円",154,6.8年,0,NORMAL,HOME,午前,通常
ORD-03540,OKINAWA,ヤマト,793,3.2,雨天,38, 2.0h ,1,868, 130件 ,5.5,1, 通常期 , 住宅 , 午前 ,遅延注意
ORD-09450,福岡, 佐川急便 ,506,13.4kg, 晴れ ,26, 1.6h ,1,"2,623",125,5.4年,0,NORMAL,HOME,AFTERNOON,通常
ORD-05231,広島,Sagawa,354,3.2,SUNNY,28,3.1,1,"8,398",70,0.6年,0,通常期, 住宅 ,午前,通常
ORD-02830,MIYAGI, 日本郵便 ,262,8.9,雪 ,78,,0,"17,569円",133件,3.1年,0,NORMAL, 住宅 ,午後,遅延注意
ORD-16762,FUKUOKA,Japan Post,509,2.8kg,SNOW,33,2.9,2,"34,885",156,6.1年,0回,通常期,住宅, 夜間 ,遅延注意
ORD-16917,MIYAGI,Sagawa,651km,1.8kg,SUNNY,68,1.7,0,"6,923",88件,1.0年, 0回 ,NORMAL,HOME,MORNING,通常
ORD-03087,AICHI, 日本郵便 ,184km,1.6,SUNNY,23,4.1h,3,"3,576", 62件 , 1.1年 ,1, 通常期 ,会社,MORNING,通常
ORD-17274,仙台, ヤマト運輸 ,368km,1.5,SUNNY,20,7.5h,0,"4,008",56件,6.5,3回, 通常期 , 住宅 , 夜間 ,通常
ORD-07517,HIROSHIMA,Yamato,317,8.3,SUNNY,38,1.2, 1 ,"3,870円",105件, 1.8年 ,0回, 繁忙期 ,会社,AFTERNOON,通常
ORD-04296,北海道, 日本郵便 ,570,3.2kg,SUNNY,52,4.3,0,"3,175",99,14.6,0回,繁忙期,住宅, 午後 ,通常
ORD-10993,大阪,Japan Post,364km,3.6kg, 晴れ , 52 ,2.9h,1,"1,237",117件,0.4,1, 通常期 , 住宅 ,MORNING,通常
ORD-13663,広島,郵便,315km,2.4,雪 ,28,2.1,0,"7,552円",,1.2年,0,通常期, 住宅 ,午後,遅延注意
ORD-14289,AICHI,日本郵便, 129km ,26.2,晴れ, 53 ,3.0h, 0 ," 1,768円 ",105件,3.2,0回,繁忙期, 住宅 , 午後 ,通常
ORD-07060,AICHI,ヤマト運輸,254, 0.8kg , 晴れ ,24, 0.8h ,0,"1,726",65,5.7,0, 通常期 ,住宅, 夜間 ,通常
ORD-07716,MIYAGI,Sagawa,507,1.9kg,SUNNY, 23 ,1.6,0,"2,781",132件,2.0年,0回, 通常期 ,OFFICE,AFTERNOON,通常
ORD-08721,OSAKA,佐川急便,449km,5.5kg, 晴れ ,34,1.3,2,"4,126円",152件,5.0年,0,NORMAL,HOME, 午後 ,通常
